level_0,index,name,duration_ms,popularity,num_markets,album,disc_number,is_explicit,track_number,release_date,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics,region
280,303,Crazy World,236250,40,64,The Recession,1,True,4,2008-01-01,Jeezy,0.622,0.73,8,-6.36,1,0.0788,0.0896,0,0.268,0.153,153.997,4,"[Verse 1]
Yeah, y'all better vote for Barrack O' Drama
A black president and shit, nigga
Oh, oh this shit fucked up right here, nigga
Ain't no work, ain't no jobs, yeah we still got bills tho nigga
Best believe nigga, but through it all what they want hommie, yeah?
They want that young shit, that dumb shit, that, where you from shit?
That ride around your hood all day with your gun shit
All I got to my name is two bricks and one felony
You going back to jail, that's what my conscience keep on telling me
I really ain't buying all that bullshit they selling me
When the government throwing more curves than the letter C
I said the letter C, I guess that's for correctional
They tryin' to box me in, sit me still like a vegetable
Goddamn, another trap, I think Bush is tryin' punish us
Sendin' a little message out to each and everyone of us
Real G shit, boy that's really unheard of
When you get more time for sellin' dope than murder
(In this crazy world)

[Hook]
This world keep spinnin', yeah my rims still spinnin'
Even though the money slow we still spinnin' (in this crazy world)
As this world keep turnin', yeah, my blunt still burnin'
Same thing different day, it's still burnin' (in this crazy world)
See this dope still selling and these niggas still tellin'
Will you make it through the day? It's no tellin' (in this crazy world)
Yeah, yeah, yeah, (in this crazy world)

[Verse 2]
When I as 14 I turned nothin' to a quarter mil
Probably why I never give a fuck about a record deal
And I ain't never tried this shit, imagine how that white feel
But that don't even matter though, tryin' to pay the light bill
Light bill, phone bill plus my granny nerve pills
Feel like I should be takin' them, imagine how my nerves feel
I want a new Bentley and my auntie need a kidney
And if I let her pass her children never will forgive me
Goddamn, another trap, I think Bush is tryin' punish us
Sendin' a little message out to each and everyone of us
Real G shit, boy that's really unheard of
When you get more time for sellin' dope than murder
(In this crazy world)

[Hook]
This world keep spinnin', yeah my rims still spinnin'
Even though the money slow we still spinnin' (in this crazy world)
As this world keep turnin', yeah, my blunt still burnin'
Same thing different day, it's still burnin' (in this crazy world)
See this dope still selling and these niggas still tellin'
Will you make it through the day? It's no tellin' (in this crazy world)
Yeah, yeah, yeah, (in this crazy world)

[Verse 3]
I ain't an X-Box, so why you niggas tryin' play with me?
I really beat the streets so what you niggas gotta say to me?
Can't be much, can't be much, why? Cause I ain't listenin'
I just left the hood and I'll be damned if they ain't feelin' 'em
Wanna see me fall off, guess that just the way it be
Old school triple beam, I'm using that the way I'm being
And plus I got driver that can get them thangs from A to B
Soon as you get your money right, they hit you with conspiracy
Goddamn, another trap, I think Bush is tryin' punish us
Sendin' a little message out to each and everyone of us
Real G shit, boy, that's really unheard of
When you get more time for sellin' dope than murder
(In this crazy world)

[Hook]
This world keep spinnin', yeah my rims still spinnin'
Even though the money slow we still spinnin' (in this crazy world)
As this world keep turnin', yeah, my blunt still burnin'
Same thing different day, it's still burnin' (in this crazy world)
See this dope still selling and these niggas still tellin'
Will you make it through the day? It's no tellin' (in this crazy world)
Yeah, yeah, yeah, (in this crazy world)

[Outro]
That's what I said nigga, I said yeah
We can't even pay our bills around this motherfucker
You niggas stealin' and building condos and shit nigga
You know, damn, here goes another
They just built another one, nigga
Y'all don't see it, though I say it, for real dawg
We're still fucked up by this misconception nigga
Ain't nothin' movin' nigga, nothin'",south
281,304,What They Want,233320,38,64,The Recession,1,True,5,2008-01-01,Jeezy,0.683,0.705,1,-6.258,1,0.052,0.0234,0,0.357,0.14,148.205,4,"[Intro]
I told ya'll niggas I was comin back hard nigga
Oh you ain't hear this shit since ""Thug Motivation"" nigga
Hey hey hey

[Verse 1]
Hoes ain't shit, and money ain't nothin
And if I nothing then it gotta be something
And if it ain't something then it gotta be nothing
If he ain't showed the cash then he gotta be bluffin
My dog hit me up, he say he got a lick
Gotta bad jump shot so he might shoot a brick
Talkin' reckless on my line, that's a technical foul
Don't know what the fuck you talkin about, I'm hangin up right now
Nigga you ain't Nick Cannon and this ain't wildin' out
I'm playin' my position, I ain't tryna foul out
Instant replay, yeah we bout to find out
Hey where the referee, I need to call a time out
You know

[Hook]
If young is what they want
Then young is what they gettin'
They ask me what I do I tell 'em teachin for a livin
What you say nigga?
And I can show you how to make mill right now
And I can show you how to make a mill right now
If young is what they want
Then young is what they gettin'
They ask me what I do I tell 'em teachin for a livin
What you say nigga?
And I can show you how to make mill right now
And I can show you how to make a mill right now

[Verse 2]
Say he just touched down, and he need a touchdown
Second time he called today, think he goin' all the way
36 yard line, we goin' for the first down
Fed's playin' defence, everytime they come around
We goin' to the Super Bowl, if I make this field goal
I understand you gotta be, laymen's terms he need a three
He trippin about that extra point, that means he want a extra joint
Make sure you bring my extra cash, next time I see your extra ass
Huddle up, call the play, yeah I'm playin' quarterback
4 way, 2 way, bet I bring a quarter back
Weigh it up, bag it up, pass it to my running back
A dollar short on my pay, that's a flag on its way
You know

[Hook]

[Verse 3]
Ninth innin' bases loaded I'm goin' for the grand slam
Tax free, tax free, I ain't givin' shit to Uncle Sam
Youngin playin softball, you playin softball
Yeah I'm playin softball, the same color as golf balls
Catch me in the out field, that's a whole lotta of grass
Tryna buy the franchise, that's a whole lotta cash
Damn right I'm saving up, think I'mma buy the team
Watch me get my bounty on, tryin to get my money clean
Focus quick watch the pitch can't afford another strike
If I can make it through this, shit then I can play another night
Money right, money right, gotta get my money right
But first I gotta get these O's so make sure you wrap em right

[Hook]",south
282,305,Amazin',256133,50,64,The Recession,1,True,6,2008-01-01,Jeezy,0.659,0.662,7,-5.334,0,0.0433,0.0489,0,0.351,0.352,142.461,4,"[Intro]
Yeah
Can you please mothafuckin' rise
For the national mothafuckin' trap star anthem
Let's go

[Hook x2]
Cause bitch I'm a amazing', look what I'm blazin'
Eyes so low, yea I look like an Asian
Forever clubbin', forever thuggin'
Haters run they mouth, they ain't talkin' bout nothin'

[Verse 1]
Rose gold Audemar, lookin' like it's miller time
Six or seven diamond chains, who he think he Busta Rhymes
Bitch I bust a lot of rhymes, could of done a lot of time
And I ain't never snorted shit, put it all up on the line
Got a lot up on my mind, got a lot up on my plate
Got to feed my hood, So I'm up and down the interstate
The streets need a nigga, so I'm in and out that vocal booth
Hoes love a nigga, cause I'm in and out they yellow coupe
But nuttin but banana split, say that I'm her favourite
If you can take a lot of dick, I can talk a lot of shit
Go on baby swag it up, show them haters who your with
Bring you want that gangsta shit, who you niggas fuckin' with

[Hook]

[Verse 2]
Cause Bitch I'm amazin'
First I sold two mill, then I sold another one
Told them if you pay for three, that I will front another one
Told them if they give me this, then I'll record another one
But if you can not give me that, ain't no sense in callin' back
Fuck you think they sell me for, fuck you think they find me at
Damn right I'm arrogant, I'm gonna need a bigger hat
Close your eyes imagine this, gonna need a bigger safe
I got bills up in that bitch, that bitch stacked up since 98
Let 'em talk, let 'em hate, watch the Lincoln Navigate
If you touch 'em, wipe 'em off
Fingerprints, then take em off
I can make an avalanche and I ain't talkin Chevy trucks
Call me Georgia lottery cause I'll be talkin mega bucks

[Hook]

[Verse 3]
Cause Bitch I'm amazin'
Must of spent ten grand to make they coupe stand taller
First round draft pick, yea I'm mother fuckin balla
Just write your number down, baby girl I might call ya
If she give it to me now, she won't live to see tomorrow
And if she playin' with it, she won't make it thru the night
Before the song with Kanye, I had my money right
Used to call me vice grips, yea I get my money tight
Now it's time to re up, then I make my money white
You can catch me at my jewel, yeah I like my money bright
You can find me at the lot, yea I like my money fast
Two hundred on the gas, two hundred on the dash
Yea I'm spendin' old money, now I'm livin' in the past

[Hook]",south
283,306,Hustlaz Ambition,219933,49,64,The Recession,1,True,7,2008-01-01,Jeezy,0.683,0.769,11,-7.108,0,0.227,0.000469,0.00226,0.303,0.475,142.827,4,"[Intro]
Mel Man I see you nigga
Ya, I went And done it, NI
Ya, nigga
Everybody wanna be like Jeezy
Y'all can't be like Jeezy

Look at my watch, look at my wrist
Nuthin' like yo man, he ain't shinin' like this
Nuthin' like yo man, he ain't grindin' like this
And even if he was he ain't fuckin' with cuz

[Verse 1]
I come so far from the bottom couldn't even see the top
Just as soon as a feel the drought, I'm whippin' up every block
I'm a good God-fearing man with a criminal mind state
Ain't nobody gave a shit and that's why we grind weight
My grandma off in the church while I'm in the refrigerator
In search of the baking soda right next to the mashed potatoes
She prayin' for better days, I'm prayin' it take this water
Realest that done this shit put that there on my mother and daughter

[Hook]
My ambitions as a hustla, I won't deny it, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it

[Verse 2]
It's Mr. Trap or Die, yeah ya'll remember me
First album was a classic, them critics weren't feelin' me
Now as far as award shows, we all know how that goes
So what's all the doubt about, because he ain't sellin' out?
Because he ain't givin' up, because he don't give a fuck
Because he ain't changing' up, I guess he ain't lame enough
And just know I'm savin' up, let you play with my sanity
Gives a fuck what you think of me, unless you feedin' my family
Motherfuck all my enemies, watch out for my mini me's
Listen to these niggas, I bet you hear plenty me
I'm who they pretend to be, do what they pretend to do
See me I'm a hustla, I do what my hustlaz do

[Hook]
My ambitions as a hustla, I won't deny it, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it

[Verse 3]
Might not just be the best, just know I plan to be
I refuse to let suckas win but that's just the man in me
Look it could be the G in me these niggas ain't seein' me
Unless they seein me in traffic in sumthin' topless and drastic
I say I grind like there's 10 of me I swear to god there's just one of me
Look I know I ain't there yet just know that I'm gonna be
I couldn't wait to see the day I could change where my momma stay
I put the B.S. behind me, there's too much money in front of me

[Hook]
My ambitions as a hustla, I won't deny it, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it
My ambitions as a hustla, I won't deny it, I'm a straight hustla, I won't deny it",south
284,307,Who Dat,229213,41,64,The Recession,1,True,8,2008-01-01,Jeezy,0.433,0.882,9,-5.692,1,0.249,0.0634,0,0.884,0.558,77.763,4,"[Intro - Shawty Redd]
(Yeah ya'll must done lost ya'll mind)
Shawty Redd on the track
(Aye bruh)
(they rappin' like you... makin' beats like me?)
I hear 'em nigga
Shawty Redd on the track
I trap all day trap all night
Money all day I count money all night
I count money all night...
[?]

[Verse 1 - Young Jeezy]
Why they keep sayin' (YEAH)?
I don't even know...
I got court tomorrow
I don't need to go
I don't need a show...
I got shit to do
Only God can judge me...
Who the fuck is you?
They say who dat? (who dat?)
Nigga we dat (we dat)
Today is trey day so I guess I'm tryin' to three dat
Never have I ever served a nigga where he sleep at...
D's be at ya door nigga you ain't tryin to see that...
See my suicide watch stay on suicide watch....
Kill ya'self yeah them suicide rocks... (YEAH)
Had the nerve to write me a dear Young letter...
Killin' em Young you shoulda known better (haha)
I paid too much
You niggas play too much
Let the swag do the talking I don't say too much
You niggas sayin' too much
Mr. 175 you niggas payin' too much

[Hook]
They say who dat? (who dat?)
Nigga we dat (we dat)
Shawty Redd on the track...
They say who dat? (who dat?)
Nigga we dat (we dat)
Reportin' live from the trap
They say who dat? (who dat?)
Nigga we dat (who dat?)
Shawty redd on the track
They say who dat? (who dat?)
Nigga we dat (who dat?)
Young live from the trap!

[Verse 2 - Young Jeezy]
I don't chase no broads I chase money and vodka...
Next time I re-up I'mma buy me a chopper...
And I ain't talkin AK's I'm talkin shit wit propellers
Fly to the club make my old bitch jealous...
Thug motivation this is straight celebration
I see Gizzle in his chopper outside Central Station
This ain't a mixtape but the tape's mixed
Black tape red tape all on one brick...
Get it on the flo' get get it on the flo'
Last night I swear to God half a mil on the flo'
Fell asleep on the money like a pillow on the flo'
Woke up got money had to get it off the flo'

[Hook]
Dey say who dat? Nigga we dat
Shawty Redd on the track
Dey say who dat? Nigga we dat
Reportin' live from the trap

Dey say who dat? Nigga we dat
Shawty Redd on the track
They say who dat? Nigga we dat
Young live on da track

[Verse 3 - Young Jeezy]
What you know about twenty grand stuffed in a white sock?
Pull off in a white drop like I play for the White Sox
Play with them white blocks play with them white squares...
You call it what you want who the fuck cares?
I don't never sleep (why?) too paranoid...
State of paranoia, all I do is call my lawyer
Tell 'em I know them niggas that might have a lil' trouble
Ok you knows me if you beat it I pay you double
Ya'll niggas knows me if I want to I make it double
Just know it's water whipped so you might have a lil trouble...
Might move a little slower might get a few complaints
Say he ran outta gas he might need a half a tank
Thank God it's Friday fresh off the highway...
Seen too many's out he bout to pull in the driveway
Where? In the driveway - take the work out, cut the duct tape...
Check the work out - YOUNG

I keep tryin' to tell y'all man
Y'all need to find y'all own style homie!
We do this, we been doin' it for years
Who dat? We dat
Ha hah",south
285,308,Don't You Know,296500,38,64,The Recession,1,True,9,2008-01-01,Jeezy,0.321,0.844,5,-6.524,0,0.115,0.0182,0,0.165,0.25,141.816,4,"[Intro]
And you know (x5)
Young, I see you nigga, Let's go

[Hook x2]
I hear ya'll talk that work shit, that's cool
That don't mean shit, I don't know you
I don't know you., I don't know you
I don't know you., I don't know you

[Verse 1]
Feelin' this in this shit, that's right I'm in this bitch
Ya'll niggas acting like Young ain't never did this shit
Nigga 500 grams, rock solid, no shake
Call it Dave Chappelles, he wants his other half baked
You know I like to scramble mine, Waffle House style
Or leave 'em sunny side up and let 'em chill for a while
Not only have I done it, I did it, I lived it
Delivered it myself, yeah I'm making house visits
I'm praying while I'm driving, it's making me religious
In the head lights behind me, it's making me suspicious
And maybe I'm trippin', and maybe I'm not
Maybe it's nothing, just hope it ain't the cops, OK

[Hook x2]

[Verse 2]
I go there, get that and go back with that
And then I flip that, then send that right back
If it got 2 BANDS, it must be 5 stacks
So you owe 5 stacks, bring that right back
If it take too long, must be rerock
2 in the shoebox, nah these ain't Reeboks
I don't live there, I just cook there
Ain't nothing in there, but fish and cookware
Can't drop for shit, work that fork though
Lock up like whoa, Young like fo' sho
This shit right here, call that Come Back
Drop this 9 off, and I'll be right back

[Hook x2]

[Verse 3]
I don't know why these niggas tell lies
Ya'll know damn well he ain't flippin' no pies
All this bird talk, make me want some Popeye's
Ya'll getting no play off in my rides
Fake ass niggas, how dare you compare Young
Black Crown Vick, yeah that used to scare Young
My 6-2s come back like Frisbees
All these smoke fumes got me dizzy
They talk bricks, see, I'm just listening, yawn
Say, I'm just listening (Yeah!)
Hook might be tight, but that don't sound right
I sold Snow White and he sold no white

[Hook x2]

[Outro]
And you know, I ain't vouching for none of you niggas, nigga
And you know, I ain't cosigning none of you fake ass niggas
Realest nigga, ain't BS, nigga

And you know
And you know, America is me!
And you know
Let's go!",south
286,309,Circulate,229360,35,64,The Recession,1,True,10,2008-01-01,Jeezy,0.583,0.908,10,-5.789,0,0.202,0.0369,0,0.203,0.718,96.165,4,"[Intro/Verse 1: Young Jeezy]
Yeah
Cannon I see you Nigga (Cannon)
See Imma' start off so slow yeah I said so slow
They love me out in D.C. just like gogo
I said gogo yeah I said gogo
See I'm back with Don Cannon it's a gogo
See I want my song like Cocoa
I like to heat mine up like Cocoa
See them 87 Jeans see the logo
Every time of day, count em' baby gogo

You know how the drought be everything slow
You know how the drought be anything goes
Remember back when, when I got the snow low
And I was in and out of state just like Romo

Lookin' out for them boys, no homo
Can't tell em what you're drivin' thats a no no
I'mma tell you this but keep it on the low low
If his number's too low he might be the popo

[Hook: Billy Paul]
Things are gettin' higher (things are getting higher)
Makes it hard on the buyers (makes it hard on the buyers)
Unemployment on the rise(it's on the rise, it's on the rise)
Gasoline engine filled with flies
Rent being paid late (rent being paid late)
Please, (please)
Let the dollar circulate (yeah)
Let it, let it, let it, let it, let it, let it, let it
Circulate circulate, circulate, Circulate, circulate

[Verse 2: Young Jeezy]
Sitting here staring at this empty safe
Like what the fuck im gonna do with all this empty space
Got me looking at my bills
Like this ain't my place
Who am I to stop the party
But that ain't my place

And im never giving up, that ain't my place
If it was my case, Then I plead the 5th
But the way im feeling now
I might drink me a fifth

Make sure you pray tonight, He might send me a gift
Might send you a ride, Might send you a lift
Might send you a roll, Might send you a script
Might send you a bag, might send you a plug
Might send you some thangs, might show you some love

Yeah, don't be the next to get flexed
Know this this yo' bank but you might wanna check
I tell you what, this is what I'll tell you
When shit get rough,No tellin' what they'll sell you

[Hook: Billy Paul]
Interest rates going up (interest rates going up)
Somebody might give a fuck (somebody might give a fuck)
Meat prices up to stay
Utilities are on their way
Airlines are running late
Please, (Please,please)
Let the dollar circulate(Let the dollar circulate)
Let it, let it, let it, let it, let it, let it
Circulate circulate, circulate, Circulate, circulate

[Verse 3: Young Jeezy]
I hate to have to be the one to say I told you
Lord knows I can't wait until this recession's over
Gas higher than me, shit I'm tryin' to see
And where ever they be at it, thats where I'm tryin' to be
It was all good a week ago, Young the big tipper
Grind it all week, and threw it all at the strippers
Got me looking at my stash, like where the fuck the rest at
Looking at my watch like it's a bad investment
Speakin of investments, we talking investments
My re-up money, yeah im tryin' to invest it
Sell a nigga dream, Man tellin' me its up
Folks got it on hold, still ain't heard nothin'

[ Hook/Outro: Billy Paul]
Senators with millions going broke
The industries polluting the air with smoke
Politicians talking crazy
Workers being too lazy
Is it all because of Watergate?

Please (please)
Let the dollar circulate(Let the dollar circulate)
Let it, let it, let it, let it, let it
Circulate, circulate, circulate, circulate, circulate",south
287,310,Word Play,194560,34,64,The Recession,1,True,11,2008-01-01,Jeezy,0.61,0.925,6,-4.799,1,0.215,0.0474,0,0.456,0.499,99.89,4,"What it do
I ain't kill hip-hop nigga
Well, all the critics against you
But the streets love you

[Hook]
You niggas want word play
But I'm bout bird play
1st of the month
Yeah we call that bird day
(just look at em fly [x2])

You niggas want word play
But I'm bout bird play
3rd the month
Yeah we call that bird day
(just look at em fly [x2])

[Verse 1]
I'm way too intelligent
To play with my intelligence
What you tryna tell me
What i'm saying is not irrelevant
Still represent
Cause ima represent
3 bands for a 9 piece chicken dinner
Young bounce right back like a rubberband
Bought a whip look yall
No hands
Topless stop this
Where's your roof?
All this non sense
There's no you
Married to the game
Yeah we just got a load
Depending on the shipment
We might need a boat
I'm talking big money
Anybody own a bank
Had to switch up the style
They was on to the tank

[Hook]

[Verse 2]
Used to bet on all hip-hop
Young killed hip-hop
Don't you know this dumb nigga still talking crack rocks
Got everybody following him
Does that make him a leader?
Does that mean he needs to get indicted
Just to make you a believer
If that's the case
Then I really do apoligize
That I memorize
That I fantasized
That I visualized
That I strategize
1 false move will get your ass penalized
You can't be serious
What if pac was hearing this
You bullshitting me
I'm sure biggie would agree
If he had to pass the torch
Then that bitch would go to me
Now wouldn't you agree
It doesn't matter how he said it

[Hook]

[Verse 3]
You ever seen a blue rolls
Caught in the black grass
Nigga go broke
And invest in a black mask
Entrepreneur
He found him a new craft
A round of applause
Congratulate that nigga
Cause when he get rich
You gon hate that nigga
I bet the haters try they best
Try to break that nigga
(fly)
How fly
(fly)
How fly
(fly)
How fly
(flyyyy)

[Hook]",south
288,311,Vacation,226586,42,64,The Recession,1,True,12,2008-01-01,Jeezy,0.696,0.722,11,-6.429,0,0.107,0.0694,0,0.249,0.887,147.983,4,"[Intro]
I got to...
Like that don't you
Yeah, yeah, yeah, hahahaha
Yeah nigga, say I see you nigga
Turn me up a little bit

[Hook]
Said I'm stressed out, so tired
My days, so long
Said I'm stressed out, so tired
Got to, move on

[Hook]
I need a vacation
I'm goin to Decatur where it's greater
See if I can stack me up some paper
I need a vacation
I'm goin to The Bluff where it's rough
See if I can pick me up enough
I need a vacation
I'm goin to College Park where it's dark
See if I can get me up some hard
I need a vacation
I'm goin to the Four where it good
And errbody know I make it snow
I need a vacation

[Verse 1]
You see me standin here, like a chandelier
Gangsta of the year, sippin Belvedere
I'm smokin Inglewood, I'm feelin hella good
A nigga wish he could, I wish a nigga would
I'm smokin on the good, I'm grippin on the grain
Louie the thirteen, mixed with Hurricane
And like a crippled mayne you can catch me with that cane
Gon' be a bloody murder if I catch you with my chain
See these hatin ass niggas gettin on my nerves
I'm so disappointed y'all, I'm at a loss for words
I put it on the hood, I'm gettin money till I'm dead
The only thing I'm fearin is the muh'fuckin Feds

[Hook]
I need a vacation
I'm goin to Kirkwood where it's greater
See if I can stack me up some paper
I need a vacation
I'm goin to Thomasville where it's rough
See if I can get me up enough
I need a vacation
I'm goin to Allen Temple where it's dark
See if I can get me up some hard
I need a vacation
I'm goin to Bankhead where it good
And errbody know I make it snow
I need a vacation

[Verse 2]
Yeah I'm outta here, send you a postcard
And if you outta that, send you some more hard
I need a peace of mind, some relaxation
I'm mindin my bid'ness, so why you niggas hatin?
I keep it too real, so why you niggas fakin?
You try it if you want, cause my niggas waitin
Won't let you stress me out, won't let you worry me
Just cause I'm doin good, won't let you murder me
It's drivin me insane, it's makin me crazy
You know you owe a nigga, so fuck you, pay me
I put it on the hood, get money till I'm dead
The only thing I'm fearin is the muh'fuckin Feds

[Hook]
I need a vacation
I'm goin to Pittsburgh where it's greater
See if I can stack me up some paper
I need a vacation
I'm goin to Summerhill where it's rough
See if I can get me up enough
I need a vacation
I'm goin to Edgewood where it's dark
See if I can get me up some hard
I need a vacation
Jonesboro South where it good
And errbody know I make it snow
I need a vacation

[Hook]
Said I'm stressed out, so tired
My days, so long
Said I'm stressed out, so tired
Got to, move on

[Hook]
I need a vacation
I'm goin to Decatur where it's greater
See if I can stack me up some paper
I need a vacation
I'm goin to The Bluff where it's rough
See if I can pick me up enough
I need a vacation
I'm goin to College Park where it's dark
See if I can get me up some hard
I need a vacation
I'm goin to the four where it good
And errbody know I make it snow
I need a vacation",south
289,312,Everything,281253,39,64,The Recession,1,True,13,2008-01-01,Jeezy,0.662,0.744,9,-6.883,1,0.0814,0.000761,0,0.112,0.371,146.773,4,"[Intro]
I got this
Shawty Redd
Young Jeezy
103 Nigggga (2x)

[Hook]
I said I'm married to the game
She even got a wedding ring
Six white cars and I put that on everything
White Benz
White Porsche
White Bent
White Range
White Vette
White brains

All White Everything (3x)
I'm 'bout to kill 'em this summer
I'm doin' All White Everything
(repeat)

[Verse 1]
I Gotta White Bent
White Pit
Even Gotta White Bitch
When I Say White I Mean Whiter Then A Light Switch
White This, White That In My White Sox Hat
Used to Hide them White Packs Where My White Socks At
Nigga Say He Sold White He Tellin A White Lie
Never Sold No White And Ain't Neva Seen A White Pie
Man I Swear To God I'm Being Followed By A White Guy
On Ya Boy Man I Mean Harder than A White Tie
White Rolls White Wheels Whiter then Some White Pills
White S550 Sittin On Some White Heels
Niggas Thinking Furs for the Winter I'm Thinking White Fox
Pull Up In The White Ford Dually On Some White Chucks

[Hook]

[Verse 2]
I Gotta White Lac, White Lade both got White Suede
Big White Crib, Inside Gotta White Maid
White Sinks, White Towels, White Rags, White Tiles
When I Say White I Mean Whiter than the White House (Yeaahhh!)
White Couch, White Pillows, White Candles, White Rugs
Since We Talking White Just Know I Had A White Plug
White Doors, White Walls Even Got Some White Halls
Bathroom Coke White Floors With The White Stall
White Man, White Yard, White Trees, White Leaves
Go And Get My Mail In A Pair Of White Spike Lees
Yall Think I'm Trippin When I Say I Want A White Horse
Right inside the 5-9-9 I see the White Porsche

[Hook]

[Verse 3]
I Gotta All White Harley Jet ski Even Match My Boat Man
Gettin Them White Boy Checks Ask My White Postman
White Socks, White Drawers, Polo White Tee
Triple White Turbo...""Ooh I Think She Like Me""
Past Right By A White Flash Like What Was That?
Niggas Still Wearing Fruity Stones Man Who Does That?
White Platinum Gold Rolly With The White Stones
Looking Better Then Lisa Raye In A White Thong
Somewhere On A White Beach In Some White Sand
Playin In A White Bucket Building a White Snowman
White Sky, White Clouds, You Say It's A White Day
White Sky, White Clouds, I Say It Look Like Yay

[Hook]",south
290,313,Takin' It There,207853,37,64,The Recession,1,True,14,2008-01-01,Jeezy,0.674,0.755,1,-6.794,0,0.198,0.0279,0,0.849,0.802,150.04,4,"[Intro: Young Jeezy]
Clear, yeah, ahaha
It's official, yeah, yeah
Ay Ziggy, I told them niggas
They won't believe me though
I do this shit by the way

[Verse 1: Young Jeezy]
It's 3:45, she pulled up to my house
Grabbed my strap, got the door with a blunt in my mouth
Say I'm 'bout to put this mack down, you know I'll put this mack down
And while I put this mack down, some Pac in the background
Look at me, I'm standin' tall, she know how to keep it up
We just left the club, so you know we both drunk as fuck
30 mins in, second wind, call it cardio
I go up and down, round and round, Super Mario
Oh wee, oh wee, she bustin' like a uzi
I'm ridin' the suzuki, she wet as a jacuzzi
Call it in, code 10, get ready for the waterflow
Number 16, ""Tear It Up"", yeah I told you so

[Hook: Trey Songz]
What can I say, there ain't no easy way to say this
And I don't know if you can handle it
But I'm thinkin' 'bout takin' it, takin' it there
'Cause that's the only way you ain't get it
You lay around with them boy shorts on, layin' around
And I've been thinkin' about it all day long
And I too don't think that I can handle it
But her, I think I just might end up takin' it there

[Verse 2: Young Jeezy]
I'm thinkin' 'bout takin' it, then 'bout receivin'
She can get it right back up, just give her a reason
Any given season, winter, spring, summer, fall
I came to see the show baby, gon' and make that waterfall
She know I'm the one to call, when she want that good dick
She know I'm the one to call, when she want that hood shit
Baby lookin' all good, my demeanor all hood
Left the chopper in the car, you know the handles all wood
I stepped up in the spot, smellin' like a pound
Yeah, you know I'm takin' that, you ain't gotta pull 'em down
You ain't gotta take 'em off for me, I'm over aggressive
Said it's 'bout to be a accident, just call progressive

[Hook: Trey Songz]
What can I say, there ain't no easy way to say this
And I don't know if you can handle it
But I'm thinkin' 'bout takin' it, takin' it there
'Cause that's the only way you ain't get it
You lay around with them boy shorts on, layin' around
And I've been thinkin' about it all day long
And I too don't think that I can handle it
But her, I think I just might end up takin' it there

[Verse 3: Young Jeezy]
I don't know If you can handle this, know if you can handle me
First I'm gonna start right here exactly where your man should be
I don't know if you can handle this, know If you can handle Young
If you ain't never had a real nigga, better get you one
Come through on some thug shit, gotta respect it
Yeah, I come through on some thug shit, gotta accept it
She know that I'm never shy, most of the time I'm probably high
Mr. Kidnap-The-Kitty-Cat, yeah you gonna need a alibi

[Hook: Trey Songz]
What can I say, there ain't no easy way to say this
And I don't know if you can handle it
But I'm thinkin' 'bout takin' it, takin' it there
'Cause that's the only way you ain't get it
You lay around with them boy shorts on, layin' around
And I've been thinkin' about it all day long
And I too don't think that I can handle it
But her, I think I just might end up takin' it there

[Outro: Trey Songz]
There, there, there, there, there
Takin' it there, there, there, there, there
Ay, ain't that how you do it Jeezy?",south
