index,name,duration_ms,popularity,num_markets,album,disc_number,is_explicit,track_number,release_date,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics,region
11,When in Rome,223120,53,61,GO:OD AM,1,True,12,2015-09-18,Mac Miller,0.837,0.699,10,-4.301,0,0.074,0.0513,0.0,0.262,0.216,124.04,4,"[Intro]
Yeah
Yeah
Yeah
Yeah
Ha ha ha ha
Uh

[Verse 1]
All the freaks coming out when the sun down (Woo!)
Hating on it, I don't give a fuck now (Woo!)
Bad little bitch with her tongue out
Told her go long, it's a touchdown
Do this for the city and the state
Buster better bring me to the safe
Want it right now, I ain't really tryna wait (No)
Got me on trial but I'm beating that case
Motherfucker say it to my face
Say it to my face, motherfucker go and say it to my face
Trippin' now, everything straight
Rappers all wanna drop it now and they can't even get a date (Woo!)
Feeling great, I'm the man here
If you got a problem don't stand here
In the middle of the ocean, see the land here
In the helicopter, fuck it, we gon' land here

[Chorus]
When in, when in Rome
When in Rome, when in, when in Rome
When in, when in Rome
When in Rome, when in, when in Rome
When in, when in Rome
When in Rome, when in, when in Rome
When in, when in Rome
When in Rome, when in, when in Rome

[Verse 2]
Bad little bitch and her ass fat
I give it to the homie, he can have that (Take it!)
You talking that shit, where the racks at? (Woo!)
They keep you on the shelf where the racks at (Goddamn)
I'm just trying  to go and see the Colosseum (Woo!)
When I die they better build a mausoleum
I don't got time bitch I'm high, ain't a secret
I don't got time bitch I'm high, ain't a secret
Everybody and their mother wanna rap now
Tell 'em cut a check for a youngin', and I'ma cash out
Walking in the back door to the pat down now
On my shit, you can borrow my bitch, give her back now, right now
I'ma need that, right now
Give her back now, right now
I'ma need that
Came up from the gravel to the motherfucking castle
Broke culture all we do is trappin'
At the table breaking bread with Italians
Got a whole bunch of bitches doing Valiums
Make a song everyday, got 1000
Got a whole bunch of trophies and medallions
Been the motherfucking man before the motherfucking money
Got another hundred grand, but who's counting?
When in, when in, when in Rome
I was 19 with the homies goin' 'round the globe
Got 75K, now they book me for a show
Muhfuckers can't see me when they standing on they toes
God damn, look up, god damn, look up
Yeah

[Hook]
When in, when in, Rome
When in Rome, when in, when in, Rome
When in, when in, Rome
When in Rome, when in, when in, Rome
When in, when in, Rome
When in Rome, when in, when in, Rome
When in, when in, Rome
When in Rome, when in, when in, Rome

[Bridge]
I'm at the top of my game
(Goddamn) Don't mean to be rude
But me and you, we are not one and the same
(Goddamn) I'm eating your food
And fucking your bitch, 'cause you is a lame
(Goddamn) Pittsburgh
Where I lick, stir, little kid
God damn my life changed
I'm at the top of my game
(Scoreboard, scoreboard, scoreboard)
I'm at the top of my game
(Scoreboard, scoreboard, scoreboard)
See, I'm at the top of my game
(Scoreboard, scoreboard, scoreboard)
I'm at the top of my game
(Scoreboard, scoreboard, scoreboard)

[Verse 3]
Yeah I made a couple million off rap like it's nothing
Keep the shit quiet, I don't stunt too much
She could fuck me, she don't give it up too much
Drink liquor like water, getting drunk too much, haan
I was off them drugs too much, in the crib fucking all these little sluts too much
How it is when you young, blowing up too much
Talking shit, but I know that you ain't up to much
Man I been working, said I'm the greatest
Now that I'm certain, Benzo the latest
Drunk and I'm swerving, I'm going ape shit on all of my verses
Fuck being famous, I'm here to fuck up your favorite
Lately I'm hearing too much of the same shit
Young and I'm faded, killing shit, bury it all under my basement

[Outro]
Shut your motherfucking mouth bitch
Fuck your motherfucking couch bitch
Yeah you talking, you ain't 'bout shit
Swear you a lame
I'ma keep killing shit, let them all hate
Bitches in love with my face, yeah I'm collecting
I need that money today",eastcoast
12,ROS,343213,62,61,GO:OD AM,1,True,13,2015-09-18,Mac Miller,0.535,0.448,1,-8.919,0,0.175,0.601,0.0,0.376,0.284,120.554,4,"[Intro]
Good evening everybody
How's everybody doing?
Just wanna ask a question, um, have you,  have you
Have you been in love, before?

You like your vodka with a little touch of lime
You should probably take your heels off
Cause you've been running through my mind
Oh baby, they say we're no good for each other
And I can't really tell, what is this spell you put me under
Your love's not too kind to me
I hate the pain these days of rain
You're playing games of hide and seek, my love
And I'm still trying to find you, I'm looking for you babe
And I'm still trying to find you, through sunshine or rain
I love you

[Verse 1]
Yeah, you got your stained glass iris
Diamond behind your eyelids, autopilot fly
My heart skipped a beat like a scratched CD
Your skin smell like butterscotch and your lips taste like kiwi
Let's take a plane to Fiji, make a date, let's take it easy
Love is power
Swear there's something about her that make me nervous
Mother Earth done gave us all a gift, she made you perfect
Let's eat some mushrooms and go to the circus
Girl you know I'm loving you just like you deserve it
So baby make me earn it, show me the way you work it
Tell me what you afraid of, I'll spit you my favorite verses
Let's just go take a breath
I want it all, every ounce of love that you got left
You are my drug, in love to death
Feel free to fall, you are a catch
I'm in your heart, I'm in your dream
So fuck the world, it's you and me
She is the only one that got away
If love don't last forever then forever ain't the same, yeah

[Hook]
Your love is not too kind, to me, yeah
You know my love is sugar sweet, yeah
The only thing on my mind, is she
You think about you, I've been thinking of me
My love, my love
My love, my love, yeah
And I know that nothing lasts forever
Nothing lasts forever

[Verse 2]
Yeah, and she is cool, calm and collected
I knew that you was the one
When I seen you leave me breathless
Say okay I need a second day today, give me attention
I want to take care of you
Marry you, something I'm prepared to do, there can't be two
You was here, I ran from you, scared to take that step
But now that I am ready, you're not, you up and left me
Hope your new man make you laugh like I do
I do not mean to worry you with my obsession
I just want to be beside you
I'm too nice, and I had to pay that price
Everything I do is wrong, everything you do is right
Let's start a family, hold on to forever baby
Your pussy is a palace and your head is crazy (moan)
That bomb is detonating, look at this mess you're making
I am the king, you are the queen
Look at this chess we're playing
Oh we had a love that love was record breaking
I'm sick of waiting, yeah

[Hook]
Your love is not too kind, to me, yeah
You know my love is sugar sweet, yeah
The only thing on my mind, is she
You think about you, I've been thinking of me
My love, my love
My love, my love, yeah
And I know that nothing lasts forever
Nothing lasts forever

[Outro]
So gimme all of your love
And I will be yours, through rain and through shine
Gimme all of your love
You will be mine through rain and through shine
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah
(Gimme your loving, babe) Yeah yeah, yeah",eastcoast
13,Cut the Check (feat. Chief Keef),170706,53,61,GO:OD AM,1,True,14,2015-09-18,Mac Miller,0.832,0.743,1,-6.706,1,0.228,0.0596,0.0,0.257,0.522,100.004,4,"[Verse 1: Mac Miller]
I'm a motherfucking fool, cut the check
I'm a working motherfucker need a desk shit
I don't got a heart, I don't even need a chest
I'm a mess, they be saying they up next, that's a stretch
Hold your breath let me bow to the crowd, shit I'm blessed
Well I must be, bitches want to fuck me, bump uglies on front street
The cards on the table, gin rummy
Have a blast, have a ball, have a motherfucking great time
Beast, I'm a dog, got a squad full of K-9s
I'm a motherfucking fool, cut the check
I'mma get it 'til there ain't shit left to get
No stress, running suicides, don't even break a sweat
I'm a threat, code red when your line get pressed
You getting fucked by your contract what the fine print says
Told you once; I told you twice; I get the lamb; it's over rice
I whip the Lamb, it's overpriced, the life is good—the hoes are dykes
The type of shit don't happen overnight (God damn)
I'm a motherfucking fool

[Hook: Mac Miller]
This shit on 100 degrees, hard as fuck ain't in a rush
I let the money come to me, I'm a business man
I'm way too young to be this rich
I don't know what to do with all this shit
I'm out of control, Lord can you save my soul?
How convenient, you ain't worried about shit right now
How convenient, you're just tryna keep it lit right now
How convenient, screaming money over bitches right now
How convenient, bet you're feeling like the shit right now

[Verse 2: Chief Keef]
How convenient, undefeated
Walked up in Neimans spent the sac then I'm leaving
Smoking on reefer, OG reeking
If the cops pull me over they gon' want to take the Bimmer
But I'mma do the dash, beat it like Tina
And I got my nina boy, you better be subpoenaed
Walked in the spot, ice on, lights on, blingin'
Someone start a fire cause it's fucking freezing
I'm high off life give me the blunt I'm a roll it
I got hot rocks I'ma let you hold it
I was posted with the hammer y'all was telling police
Now I wrestle with racks, bitch I'm Mick Foley
Shit made me go woo like Rick Florer
I mean Ric Flair bitch boy I've been player
You a bench warmer boy I've been playing
Walked up the stairs look at my shoes like them cleaner
But I should've worn the other ones cause them better

[Hook: Mac Miller]
This shit on 100 degrees, hard as fuck ain't in a rush
I let the money come to me, I'm a business man
I'm way too young to be this rich
I don't know what to do with all this shit
I'm out of control, Lord can you save my soul?
How convenient, you ain't worried about shit right now
How convenient, you're just tryna keep it lit right now
How convenient, screaming money over bitches right now
How convenient, bet you're feeling like the shit right now
Cut the check",eastcoast
14,Ascension,292466,55,61,GO:OD AM,1,True,15,2015-09-18,Mac Miller,0.756,0.523,8,-6.321,1,0.141,0.346,0.0,0.191,0.34,120.025,4,"[Skit: DJ Clockwork]
Yo, I'm fucking zooted right now in the fucking bathroom, dog. And, you know what I'm saying, I'm just recording this shit cause I feel like I got so much fucking shit to say and like, you know what I'm saying, this is the only way that I'ma get it out

[Intro]
Yeah, can I get the littlest bit of reverb on my voice?
I'm trying to hide from something, I just don't know what
Oh, it's not sad baby, you know
(Between heaven and hell)
Yeah, um, I saw a mountain, you know across the horizon
When I got there realized it was just a pile of rocks
Yeah, so God damn

[Verse 1]
I wonder if everybody hope
That this song is not depressing as the last one was
Cause Heaven smell like Nag Champas
Come here darling, ash my blunt (Smoke)
Waiting on hallucination, ain't a single fact I trust (No)
Dear family, my sanity go down when my cash go up
Rap too much, how the fuck to get through the verse
I came from house parties
Find a bitch and go through her purse
All I need is a little good pussy and whole lot universe
I met God before I ever stepped into a church
And that motherfucker still owe me money
Ohhh I need a religion to follow
I swear to God that I got more problems
Than there is bitches in Carlow
Lord have Murciélago, yeah
And I don't know how the fuck I'm supposed
To look into my parents eyes when I'm scared to die
My eyes same color as a cherry pie
Woah, see I'm terrified
Crucifix heavy, who gon' carry mine?
Yeah, what's with all this talk about Hell and Satan
And sleep deprivation
If this is planet Earth, then my hell's a basement

[Hook]
Ascension
A brand new me
Yeah, yeah
Why you wanna do me like that, Miss Conception?
Between heaven and hell
What's between heaven and hell?
A brand new me
Oh it's a brand new me

[Verse 2]
Okay, if I could tell these kids one thing
Just make sure handle your business
A criminal leave no witness
And don't ever trust these bitches
What happened to your life when your house become a home
Where your children at? Where your children at?
You got two sons, all they do is fight
You up through the night like gimme-gimme-gimme that
Yeah, nice titties, got a pic, go and send me that
Sendak books, can you give her that?
Fuck rap, make a million off a shitty app
Yeah, smoke trees in the cab
Pittsburgh, show you where the city at
And don't forget that H, get you smacked in your face
Got so many sons, I was young, now they half my age
90K out in Portugal, smile on my face, backlit stage
My bitch batshit crazy and that shit fascinates me
Yeah, on my tongue where the tab is
And it burn like battery acid
I was in the backs of my classes
By the kids having asthma attacks
Cause he panicked every single time he sat on his glasses
Every Wonderland have a Alice
Yeah, but I'm a king God can I have a chalice
I'm demanding the truth, put your hands to the roof
Be a man, that's a challenge

[Hook]
Ascension
(Challenge, are you up for that challenge)
A brand new me
Yeah, yeah
(Yeah, everybody got to have balance)
Why you wanna do me like that, Miss Conception?
Between heaven and hell (Salvation)
What's between heaven and hell?
(And the underworld, welcome to Heaven
But I gotta keep that bitch waiting)
A brand new me (Fascinating)
Oh it's a brand new me
(And that's fascinating, please be a little patient)

[Outro]
Ooh, I ain't a doctor, could you be a little patient?
Yeah, be a little patient
Everything will be okay then, if you be a little patient
One world, one nation, done waiting
Yeah, yeah, um
Now I'm still sipping moonshine
We discovered a new high, me and Jerm done this a few times
Yeah, but who's high now
(I can't believe I done changed my life around)
Talk a lot of shit but will you die now
(I been wanting to cry over this shit. Every day I think about fucking dying)
What you gonna do when everybody die out, just go die out
Let's ride out",eastcoast
15,Jump,279733,53,61,GO:OD AM,1,True,16,2015-09-18,Mac Miller,0.649,0.783,5,-7.187,0,0.0734,0.0597,0.0,0.735,0.298,132.986,4,"Yeah, who-ho
Yeah, who-ho
Hey now
Hey now
Who-ho

[Verse 1]
Yeah, who's that on the other end of the phone?
Didn't hear nothing when I said my hello
Oh well, to Hell then we go
So high looking at Heaven below
You know me though from coast to coast for smoking dope
Overdose with the holy ghost, but hold the phones
I hold my own, was local grown
Been killing that shit since row the boat
Know I'm supposed to hold the throne, be honest
One more drank, I'mma be an alcoholic
I don't wanna think like better unconscious
Need fresh air that thing so toxic
I open coffin doors with a .38 when it's time for war
Told my mama you ain't need no drama
You ain't gotta cry no more now

[Bridge 1]
It'll be alright
My mind on the run I won't sleep tonight, it's like
When it all goes up in flames who gon' hold me down
(Down)
And I'm the chosen one
Looking all around what has the world become
The only way to change it is to burn it to the ground
I've been getting paid
About four, five bitches in the Escalade, bet it rain
This money feel the same, I'm afraid that I'mma drown (Drown, drown, drown)

[Hook]
You've never been better than me
From this prison I'm setting them free
Open eyes, I'mma let you see
This world is like our dreams
I'll throw it all away to celebrate one more holiday
I'm running to the edge
And when I get there best believe that I'mma jump
Jump, jump
To see if I can fly
I wonder if I jump (jump)
Do you think that I can fly, fly?

[Verse 2]
It's the life of an entertainer
I need that check, go on get the waiter
Fuck a troll, this destruction mode
And these explosions don't need detonators
I met my maker in an elevator, he was headed to the top floor
We're quite similar
We just did our work and we were in it for a lot more
We were trying to change the world, but we got bored
When I rip this show, got an encore
Back when we were still in school we didn't listen to the list of rules
Wrote a million words on the chalkboard
I don't need answers to the questions of intangibles
I told my homies the top so lonely
But we ain’t  gonna die not now

[Bridge 2]
You gon' make it here, live free tonight till the day appear
Let's sit back right where we at and let this money pile
How do we get rich, if she acting crazy I don't need that bitch
Wish I knew back then all the things that I know now
Go on and on, know I had this shit all along
Take a breath, feel this moment hold it just so you can
Look where we at, look where we came from
When will we wake up, lost in translation

[Hook]
You've never been better than me
From this prison I'm setting them free
Open eyes, I'mma let you see
This world is like our dreams
I'll throw it all away to celebrate one more holiday
I'm running to the edge
And when I get there best believe that I'mma jump
Jump, jump, to see if I can fly
I wonder if I jump (jump)
Do you think that I can fly, fly?",eastcoast
16,The Festival (feat. Little Dragon),278693,51,61,GO:OD AM,1,True,17,2015-09-18,Mac Miller,0.574,0.489,1,-8.177,1,0.165,0.806,0.00335,0.27,0.386,133.675,4,"[Intro]
Yeah, yeah
Let me get a little bit more beat
Yeah

[Verse: Mac Miller]
Ask God if she believe in me and will she accept me as a deity
And tell me the secrecy won't keep you free
I'm sleeping, won't dream until the demons leave
I took a nap, beneath a tree in the shade
Feel the sharpness of the swords and blades of grass
Picturing the images that make you laugh
I left you out to die, but will you take me back?
Somewhere in between the crazy and the conscious
She's naked underneath them shadows
Let the sunlight undress her slow
I don't know who I am, I'm so good at doing impressions though
I'm going to the festival, the festival need to let me go
I wake up, pop a couple Benadryls, go back to sleep
It's all made up, everything they said was real, it has to be
Cause actually the master fast asleep
And the castles back back in his private quarters (private quarters)
That's a master for you, this a revolution, we don't have no order (no)
All this torture, thought I had to warn you
Leave it all behind and go to California
I'm past the signs, it's the real thing, try analyzing this feeling
You can't fathom (Can't)

[Bridge: Yukimi Nagano of Little Dragon]
My hands are ahead the clouds
From the clap-clap thunder looking down
While you're running around
I lift you up when you drown
Unlock the mission, the planet in rotation
Full speed chasing and you're always running ahead
You're always running ahead
You got second chances, happy birthday, sweet romances
And you battle like a champion, why
Do you wanna go, do you wanna go
Do you wanna go to the festival
You got angels weeping, we can see them dripping from the sky
You watch 'em with your third eye (so so)
Do you wanna go, do you wanna go
Do you wanna go to the festival (to the festival)
To the festival (to the festival)
To the festival (to the festival)
Festival (to the festival)
Festival (to the festival)

[Outro: Ab-Soul]
Hola, Malcolm
Hey man, it's Luis man
I'm calling, man, to tell you about the album
I listened, it's good
I need to tell you, man
I tell everyone to listen to the music
And it sound like they like it, man
It sound like it good. I tell my wife ""I'm so proud of him.""
I tell my girlfriend ""I'm so proud of him.""
And the album is good
It's so good
I cannot believe it
Anyone can be you
No one can beat you",eastcoast
0,Congratulations (feat. Bilal),256426,58,78,The Divine Feminine,1,True,1,2016-09-16,Mac Miller,0.465,0.225,4,-12.637,0,0.0455,0.948,0.00155,0.18,0.207,57.75,4,"[Intro: Ariana Grande]
Where are you?
Ohhhhh-ohhh (hehehe)
Ohhhhh
The Divine Feminine, an album by Mac Miller
Ohhhhh-ohhh
(The Divine Feminine, hehehe)
(The Divine Feminine, hehehe)
Ohhhhh

[Interlude: Mac Miller]
Am I supposed to? Okay... love
Love, love, love, love, love (sex)
Love, love, love, love, love, love, love (sex)

[Verse 1: Mac Miller]
This sun don't shine when I'm alone
I lose my mind and I lose control
I see your eyes look through my soul
Don't be surprised, this all I know
I felt the highs and they felt like you
See a love like mine is too good to be true
And you too divine to just be mine
You remind me of the color blue
Girl I'm so in love with you, yeah
Girl I'm so in love with you
Yeah, yeah
Yeah, yeah, yeah, yeah

[Verse 2: Mac Miller]
Um, well, baby
You were everything I ever wanted
Bought a wedding ring, it's in my pocket
Planned to ask the other day
Knew you'd run away, so I guess I just forgot it
Remember when you went away to college
Hours on the phone, we end up talkin'
Past, present, future, all the gossip, God damn
Puppy love ain't what it was, darlin'
Feelings that we have are so alarmin'
I can make you laugh, I can break the glass
If we made it last, it'd be a bargain
Mr. Charmin', that is my department
You was there before the fancy cars and
You was there when I was just a starvin' artist
When the car was havin' trouble startin'
Now we got our own apartment, same box for the mail
Same hamper for the laundry, the food in the fridge is stale
And this mornin' you cooked the eggs with the kale
I tried to hit it while you was gettin' dressed
You said ""All you ever think about is sex""
I'm like, ""Oh well, you know me so well
And if this will make you late, I swear, I won't tell
And every time I call your phone, you better pick up your cell
I swear to God I'ma freak out if it go straight to voice mail""
Well, I'm the jealous type
But I swear that ass what Heaven's like
When I'm in that pussy, it's a better life
That's the only way I'm tryna end the night
That's my only chance, I better get it right

[Bridge: Mac Miller]
Take your time, my baby
Cause I'm waitin' for you, for you
I know I make your mind go crazy
Cause I'm waitin' right here for you, for you

[Outro: Bilal]
You get closer with, run away
All I ever known is the color gray
Your loveliness bring me sunshine
I found an angel so divine
Heaven probably not the same without you
But now you're in my world, in my world
Ahhhh, ahhhh
Ahhhh, ahhhh",eastcoast
1,Dang! (feat. Anderson .Paak),305350,72,78,The Divine Feminine,1,True,2,2016-09-16,Mac Miller,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,4,"[Chorus: Anderson .Paak]
I can't keep on losing you over complications
Gone too soon, wait! We was just hangin'
I can't seem to hold onto, dang
The people that know me best
The key that I won't forget, too soon
I can't keep on losing you, you, you, you, you, you
I can't keep on losing you, you, you, you, you, you

[Verse 1: Mac Miller &  Anderson .Paak]
Yeah, yeah, yeah
How many mistakes do it take 'til you leave
When I'm left with my hand on my face all red
In the face looking at you like (""Wait!"")
I know I ain't a saint, if it ain't too late, well...
(I can't keep on losing you) I run away so fast
But my heart like gold, but it break like glass
Know my shit get old when I act so young
Baby you so cold, never have no sun
You don't wanna grow up, yeah, that shit no fun
So when I get home, I'mma give you some
Make you feel like woo when I hit that drum
Yeah the dick ain't free, I don't give no fucks
Yeah it's complicated, got you frustrated
Get home late and you don't trust me, baby
You way too drunk, you don't know what I'm saying
You can drive my car, don't drive me crazy
Complicated, got you frustrated
Every single night, I keep you waiting
You say you don't care, is what you saying
We both know that's some bullshit
Okay, we be fighting, we be reuniting
Kiss me, touch me, tease me, me excited
God, the devil, who is who?
Tryna get through to you because...

[Chorus: Anderson .Paak]
I can't keep on losing you over complications
Gone too soon, wait! We was just hangin'
I guess I need to hold onto, dang
The people that know me best
The key that I won't forget, too soon
I can't keep on losing you

[Post-Chorus: Mac Miller]
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you

[Verse 2: Mac Miller]
Well, you can't go away girl, I'mma need you
Play your games like they my ticket to an Ivy league school
Won't get Hall of Fame dick from a minor league dude
I just eat pussy, other people need food
Only got a little time and I ain't tryna spend it
Arguing about who ain't giving who attention
Starting up the engine, need to reboot
I just eat pussy, other people need food
And I use every bone in my body
To keep on holding on to your trust
I know you don't want nothin' to do with me
But just one more time, let's make love
One more time, it ain't much
Fuck 'em all, let's be us, summer's soft sweetness
Call late drunk, you hang up
What a mess I made us, sense, I make none
It's complicated, keeping me up late
Can't concentrate, you're always on my brain
If it's love, then why the fuck it come with pain?
I just think that's some bullshit
Okay, it seems inviting, trust me, she's a titan
This week she like him, next week they fightin'
Need protection, all your dresses bulletproof
You're safe with me, girl

[Bridge: Anderson .Paak &  Mac Miller]
I can't keep on losing you
Where the hell you going?
Where you taking this trip to?
Wait!
Don't move, don't stay, too
I can't keep on losing you
Where the hell you going?
Wait!
Where the hell you going?

[Chorus: Anderson .Paak]
I can't keep on losing you over complications
Gone too soon, wait! We was just hangin'
I guess I need to hold onto, dang
The people that know me best
The key that I won't forget, too soon
I can't keep on losing you

[Post-Chorus: Mac Miller]
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you
Can't keep losing you, I can't keep losing you",eastcoast
2,Stay,326426,65,78,The Divine Feminine,1,True,3,2016-09-16,Mac Miller,0.742,0.561,6,-7.017,1,0.139,0.566,0.000135,0.641,0.55,134.01,4,"[Intro]
Whoa whoa whoa whoa whoa
Whoa whoa, whoa whoa
Whoa whoa whoa whoa whoa
Whoa whoa, whoa whoa
Whoa whoa whoa whoa whoa whoa whoa whoa whoa
Whoa whoa, whoa whoa, yeah

[Hook]
Will, you, stay, just a little while, babe?
Just a little while, just a little while, just a little while
Will, you, stay, just a little while, babe?
So just a little while, just a little while, just a, just a little while

[Verse 1]
Yeah, hold up, wait a motherfuckin' second
I know you stressin',  you don't gotta keep me guessin'
I'm full of questions, in return I get the silent treatment
I don't know why I'm speakin'
You say, you say, you say
It's way too late, goodbye, you leavin'
Why you got me stressin'?
I could have a whole collection
Just be faded in my own dimension
You so complicated, I swear that pussy Grammy nominated
Let's make some music, fuck all of the bullshit

[Hook]
Will, you, stay, just a little while, babe?
Just a little while, just a little while, just a little while
Will, you, stay, just a little while, babe?
So just a little while, just a little while, just a, just a little while

[Verse 2]
Okay now, baby, don't you leave my side, don't even try
I'mma go crazy, girl, you saved me
Meditate me, get me piece of mind
It's only she and I, ocean floor, how deep we dive
We be high lookin' for another fuckin' tree to climb
She was playin' hard to get, I read between her lines
Binge watched ""Sopranos"", made it all the way to season five
I am her, she is I
She had to come, see her freaky side, leavin' me behind

[Hook]
Will, you, stay, just a little while, babe?
Just a little while, just a little while, just a little while
Will, you, stay, just a little while, babe?
So just a little while, just a little while, just a, just a little while
Just a little while, just a little while, babe

[Bridge]
The way you walkin' to the room, oh oh oh
All I think about is what I wanna do to you
I don't wanna be polite no more
Make yourself at home, where the fuck you gon' go?
Yeah, girl, the way you walkin' to the room, oh oh oh
All I think about is what I wanna do to you
I don't wanna be polite no more
Make yourself at home, where the fuck you gon' go, girl?

[Hook]
Will, you, stay, just a little while, babe?
Just a little while, just a little while, just a little while
Will, you, stay, just a little while, babe?
The way you walkin' to the room, oh oh oh
All I think about is what I wanna do to you
So just a little while, just a little while, just a, just a little while
I don't wanna be polite no more
Make yourself at home, where the fuck you gon' go?
Will, you, stay, just a little while, babe?
The way you walkin' to the room, oh oh oh
All I think about is what I wanna do to you
Just a little while, just a little while, just a little while
I don't wanna be polite no more
Make yourself at home, where the fuck you gon' go?
Will, you, stay, just a little while, babe?
So just a little while, just a little while, just a, just a little while

[Outro: Paige Montgomery]
Will you
Will you
Will you
Yeah daddy
Oh yeah, right there
Oh my god!",eastcoast
3,Skin,287906,60,78,The Divine Feminine,1,True,4,2016-09-16,Mac Miller,0.614,0.591,5,-6.919,0,0.0651,0.527,0.0,0.111,0.481,120.04,4,"[Intro]
Ha-ha-ha-ha-ha-ha
Ha-ha-ha-ha-ha-ha
Ha-ha-ha-ha-ha-ha
Ha-ha-ha-ha-ha-ha
Ha-ha-ha-ha-ha-ha

[Verse 1]
You hide your skin like you're shy or there's something wrong
You stylish when you got nothin' on, yeah
And all I do is make these fuckin' songs
So finally I made a fuckin' song
And now she comin' closer
Hope she crawls, she wanna jump my bones
You want it don't ya?
I was a soldier, now I'm comin' home, the war is over
Kick down the door, I hold your bends, you never break
You need to smell your sweet aroma
See I knows you smell like cinnamon, kissin' your lips
I lick my fingertips and get your clitoris in the mix
My dick on business trips
My tongue twistin' is ticklin' just a little bit
I'm swimmin' inside of your skin like a river
In the Caribbean

[Bridge]
It's okay that you like it babe (I like it baby)
And it's alright that you misbehave
It's okay to be this way (this way)
To live this way baby baby (ooh baby)
Chillin' with the AC

[Chorus]
That's just the way that we are
You and me, super freaks here we are
I'm takin' care of each and every part
I opened up your legs and go straight for your heart

[Verse 2]
Said I'm too divine, I'm too divine, yeah; too divine
Who am I? Well; I'm Mr. Superfly
I'm Mr. Ooh-He-Blew-Your-Mind, hot as June, July
I wanna make you waterfall
Girl you my painting, you my art installation
Gonna fuck you, put you on the wall
All I wanna do is show you off, I want to put you on
Why would I ever blow you off?
Right now, let's go get lost
Just I've been way too hot for way too long
I'm so exhausted
Whether that's your mind or line we still get crossed
First your name is gone
Never understand until you have to stand alone
Can I have a hand to hold?
A Band-Aid for my damaged soul, I paint the planet gold
I swear I'm Michelangelo, I don't understand these hoes
They didn't want a man when it was; man I'm broke
But now they know me and what I don't need
You gon' see it's gon' be what it's gon' be

[Chorus]
That's just the way that we are
You and me, super freaks here we are
I'm takin' care of each and every part
I opened up your legs and go straight for your heart

[Outro]
These hoes
These hoes
Taste this, taste, taste this
These hoes
Taste this, taste, taste this
These hoes",eastcoast
